summary,vocab,relation,category
shanghai restaurant is fine thai cuisine that was just average,thai cuisine,foodreview,1
shanghai restaurant is great food in a lovely courtyard garden,great food,foodreview,1
sharky bar restaurant is fine thai cuisine that was just average,thai cuisine,foodreview,1
sharky bar restaurant is great food in a lovely courtyard garden,great food,foodreview,1
shashlik grill house is good pasta and coffee,pasta,foodreview,1
sheepshank public house is nice place for a photoshoot,nice place,Locationreviews,0
sheepshank public house is taste good but very slow,taste,foodreview,1
shell tangkay seafood is terribly taste and expensive,taste,foodreview,1
shin taro japanese restaurant is outstanding food and service for a solid price,outstanding,Locationreviews,0
shine pizza and bar is excellent delicious,delicious,foodreview,1
shintaro is good air conditioned restaurant just off the beach,the beach,Locationreviews,0
shintaro is great food with great price,great food,foodreview,1
shintaro is lunch,lunch,foodreview,1
shio yoshoku is great place,great place,Locationreviews,0
shio yoshoku is lunch,lunch,foodreview,1
ship inn bar restaurant is best restaurant with view in patong,view,Locationreviews,0
ship inn bar restaurant is best view over patong beach,view,Locationreviews,0
ship inn bar restaurant is edible but nothing special except a halfway decent view,view,Locationreviews,0
shirokane tori tama bangkok is good food,good food,foodreview,1
shiva indian restaurant is fine place to stop during the day,place to,Locationreviews,0
shogun japanese restaurant is excellent steak,steak,foodreview,1
shogun japanese restaurant is very happy to discover this place,place,Locationreviews,0
shoreline beach club is great lunch,lunch,foodreview,1
shoreline beach club is interesting and delicious,delicious,foodreview,1
shoreline beach club is very relaxed and enjoyable,relaxed,Locationreviews,0
shori sushi house is disappointing food and weird vibe from the   family  ,vibe,Locationreviews,0
shot lounge bar phuket is buffet breakfast heaven,buffet,foodreview,1
shot lounge bar phuket is reasonable price for seafood buffet dinner on friday and saturday,buffet,foodreview,1
shoyu sushi izakaya is buffet breakfast heaven,buffet,foodreview,1
shoyu sushi izakaya is reasonable price for seafood buffet dinner on friday and saturday,buffet,foodreview,1
shrimp issue is extensive menu something for everyone,shrimp,foodreview,1
shrimp issue is good food,shrimp,foodreview,1
shrimp issue is one of the better holiday places at phuket,shrimp,foodreview,1
shrimp issue is this seafood restaurant has a big secret,shrimp,foodreview,1
shuba shabu is best thai food in kamala,shabu,foodreview,1
shuba shabu is food near to nothing poor customer service,shabu,foodreview,1
shuba shabu is hidden gem,shabu,foodreview,1
shuba shabu is my sept 2018 review is missing here it is,shabu,foodreview,1
shun sushi is fresh delicious food,delicious,foodreview,1
shun sushi is good food located on the beach but looks quite dirty,good food,foodreview,1
shun sushi is jaw droppingly delicious and cheap,delicious,foodreview,1
sia duck noodle is excellent taste and friendly staff,noodle,foodreview,1
sia duck noodle is excellent thai food,noodle,foodreview,1
sia duck noodle is food heaven,noodle,foodreview,1
sia duck noodle is food is as great as the view,noodle,foodreview,1
sia fish noodle is best tom yum goong in bangkok,noodle,foodreview,1
sia fish noodle is erm was initially pretty good,noodle,foodreview,1
sia fish noodle is good but more spicy pls,noodle,foodreview,1
sia fish noodle is this is a must visit,noodle,foodreview,1
siam bakery is authentic and delicious food in bangkok,delicious,foodreview,1
siam bakery is best food i have had since i have been here,best food,foodreview,1
siam bakery is best food in bangkok,best food,foodreview,1
siam bakery is good food,good food,foodreview,1
siam brasserie lancaster is authentic and delicious food in bangkok,delicious,foodreview,1
siam brasserie lancaster is best food i have had since i have been here,best food,foodreview,1
siam brasserie lancaster is best food in bangkok,best food,foodreview,1
siam brasserie lancaster is good food,good food,foodreview,1
siam cuisine is always a pleasure to be back,cuisine,foodreview,1
siam cuisine is best steak top service,cuisine,foodreview,1
siam cuisine is delicious food excellent service and amazing views,cuisine,foodreview,1
siam cuisine is fantastic restaurant bar,cuisine,foodreview,1
siam deli is best steak top service,steak,foodreview,1
siam deli is delicious food excellent service and amazing views,delicious,foodreview,1
siam elephant bar and restaurant is best place for breakfast,place,Locationreviews,0
siam elephant bar and restaurant is breakfast,breakfast,foodreview,1
siam elephant bar and restaurant is delightful lunch,lunch,foodreview,1
siam elephant bar and restaurant is just what the dr ordered,ordered,foodreview,1
siam handlebar is good food,good food,foodreview,1
siam handlebar is great food and wine,great food,foodreview,1
siam handlebar is nice pizza lunch,lunch,foodreview,1
siam niramit restaurant is excellent food,excellent food,foodreview,1
siam restaurant is no thanks raw meat,meat,foodreview,1
siam seafood restaurant is good amount of lunch for the price,lunch,foodreview,1
siam seafood restaurant is great pepper steak,steak,foodreview,1
siam seafood restaurant is late lunch,lunch,foodreview,1
siam seafood restaurant is let s try this place,place,Locationreviews,0
siam smile wine restaurant is delicious,delicious,foodreview,1
siam smile wine restaurant is really good food,good food,foodreview,1
siam spring bistro is great little place,place,Locationreviews,0
siam spring bistro is vegetarian,vegetarian,foodreview,1
siam tea room is great atmosphere superb staff and quiz night,great atmosphere,Locationreviews,0
siam tea room is great sports bar for a drink or bite to eat,eat,foodreview,1
siam thai restaurant is hidden gem,hidden gem,Locationreviews,0
siam thai restaurant is outstanding pub and sports bar with friendly manager staff,outstanding,Locationreviews,0
siam turmeric is best tom yum in bangkok,yum,foodreview,1
siam turmeric is delicious food in a sea of restaurants,delicious,foodreview,1
siam turmeric is great thai lunch best reflection of thai food,lunch,foodreview,1
siam wisdom cuisine is amazing pizza,cuisine,foodreview,1
siam wisdom cuisine is authentic pizza,cuisine,foodreview,1
siam wisdom cuisine is save your money go somewhere else,cuisine,foodreview,1
siam wisdom cuisine is won t be disappointed,cuisine,foodreview,1
siamese cuisine restaurant is awesome service and great food,cuisine,foodreview,1
siamese cuisine restaurant is cosy and authentic,cuisine,foodreview,1
siamese cuisine restaurant is lovely coffee,cuisine,foodreview,1
siamese cuisine restaurant is nice food and friendly staffs,cuisine,foodreview,1
siew siew chinese restaurant is a great dinner experience,dinner,foodreview,1
siew siew chinese restaurant is out to dinner with a friend to have a nice fish dinner i had the dory and he had the mackerel,dinner,foodreview,1
siew siew chinese restaurant is pern s bistro and bar a friendly gracious place to be,place to,Locationreviews,0
sigi s treff is great food good service,great food,foodreview,1
signor sassi is great food good service,great food,foodreview,1
sila coffee bistro is valuable price and tasty,tasty,foodreview,1
silawat seafood is beautiful anniversary dinner,beautiful,Locationreviews,0
silawat seafood is good place good music and view but average food,place,Locationreviews,0
silawat seafood is very relaxing,relaxing,Locationreviews,0
silk restaurant bar is delicious food,delicious,foodreview,1
silk restaurant bar is great food,great food,foodreview,1
silk road at the athenee hotel is delicious food,delicious,foodreview,1
silk road at the athenee hotel is great food,great food,foodreview,1
silmie restaurant is excellent food and the staff is amazing,excellent food,foodreview,1
silom village restaurant is great food,great food,foodreview,1
silom village restaurant is poor tasty but many people,tasty,foodreview,1
silver linings is beautiful view and delicious food,beautiful view,Locationreviews,0
silver linings is beautiful view and great value,beautiful view,Locationreviews,0
silver linings is restaurant with a view,view,Locationreviews,0
silver palace restaurant is a small noodle restaurant but great fun,noodle,foodreview,1
silver palace restaurant is chic creative fun delicious,delicious,foodreview,1
silver palace restaurant is execelent mix match noodle shop,noodle,foodreview,1
silver waves is great lunch by the sea,lunch,foodreview,1
silver waves is nice place good thai food happy to stay,nice place,Locationreviews,0
silver waves is nice setting by the beach,the beach,Locationreviews,0
silverlake wine grill is ambrosial,ambrosial,foodreview,1
silvio s bistro is delicious lunch,delicious,foodreview,1
silvio s bistro is good location service and food,location,Locationreviews,0
silvio s bistro is great food great for kids,great food,foodreview,1
simmy bar and restaurant is excellent french food,french food,foodreview,1
simmy bar and restaurant is wonderful restaurant shame about the children,wonderful,Locationreviews,0
simple natural kitchen is dim sum forever,dim sum,foodreview,1
simple natural kitchen is wonderful oasis,wonderful,Locationreviews,0
simple thai cafe is dinner,dinner,foodreview,1
simple thai cafe is good food and regular dishes not or difficult to find in hua hin,good food,foodreview,1
simple thai cafe is nice lunch or dinner,lunch,foodreview,1
simple thai cafe is simply the best food we have had in hua hin,best food,foodreview,1
singapore boiled rice is dim sum forever,dim sum,foodreview,1
singapore boiled rice is wonderful oasis,wonderful,Locationreviews,0
singh seafood restaurant is delicious hot pot,delicious,foodreview,1
singh seafood restaurant is good deal with great food,great food,foodreview,1
sinthon steak house is excellent vietnamese food,steak,foodreview,1
sinthon steak house is great bowl of pho on the go,steak,foodreview,1
sinthon steak house is it  s not pho,steak,foodreview,1
sinthon steak house is simple quick pho,steak,foodreview,1
sireena italian restaurant is excellent food,excellent food,foodreview,1
sireena italian restaurant is little hole in the wall with great food,great food,foodreview,1
sirocco restaurant is delicious food affordable price in a friendly ambience,delicious,foodreview,1
sirocco restaurant is great food,great food,foodreview,1
